id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,Label
258,0,192.170.2.13,f0:18:98:5e:ff:9f,f0:18:98,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,38,4,0,0,1559289312173,1559289335913,23740,2,1790,1559289312173,1559289335913,23740,2,1790,0,0,0,0,0,583,895.0,441.23463146040564,1207,583,895.0,441.23463146040564,1207,0,0.0,0.0,0,23740,23740.0,0.0,23740,23740,23740.0,0.0,23740,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
259,0,192.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,26414,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,6152,6,4,0,0,1559289312771,1559289312771,0,1,531,1559289312771,1559289312771,0,1,531,0,0,0,0,0,531,531.0,0.0,531,531,531.0,0.0,531,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
260,0,192.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,0,192.168.32.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,38,4,0,0,1559289312831,1559289312831,0,1,543,1559289312831,1559289312831,0,1,543,0,0,0,0,0,543,543.0,0.0,543,543,543.0,0.0,543,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
261,0,192.170.128.13,f0:18:98:5e:ff:9f,f0:18:98,7407,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,63488,6,4,0,0,1559289313041,1559289313041,0,1,767,1559289313041,1559289313041,0,1,767,0,0,0,0,0,767,767.0,0.0,767,767,767.0,0.0,767,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
262,0,192.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,44589,192.40.8.17,48:4b:aa:2c:d8:f9,48:4b:aa,24584,6,4,0,0,1559289313241,1559289313241,0,1,1067,1559289313241,1559289313241,0,1,1067,0,0,0,0,0,1067,1067.0,0.0,1067,1067,1067.0,0.0,1067,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
263,0,192.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,9216,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,397,6,4,0,0,1559289314042,1559289314042,0,1,519,1559289314042,1559289314042,0,1,519,0,0,0,0,0,519,519.0,0.0,519,519,519.0,0.0,519,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
264,0,192.168.2.13,f0:18:98:7e:ff:9f,f0:18:98,54241,192.136.0.18,48:4b:aa:2c:d8:f9,48:4b:aa,0,6,4,0,0,1559289315102,1559289315102,0,1,499,1559289315102,1559289315102,0,1,499,0,0,0,0,0,499,499.0,0.0,499,499,499.0,0.0,499,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
265,0,192.168.2.13,f0:18:98:5e:ff:9f,f0:18:98,11821,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,16392,6,4,0,0,1559289316582,1559289316582,0,1,999,1559289316582,1559289316582,0,1,999,0,0,0,0,0,999,999.0,0.0,999,999,999.0,0.0,999,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
266,0,192.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,7188,192.136.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,6,4,0,0,1559289316983,1559289316983,0,1,615,1559289316983,1559289316983,0,1,615,0,0,0,0,0,615,615.0,0.0,615,615,615.0,0.0,615,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
267,0,192.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,44677,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,16392,6,4,0,0,1559289318172,1559289318172,0,1,547,1559289318172,1559289318172,0,1,547,0,0,0,0,0,547,547.0,0.0,547,547,547.0,0.0,547,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
268,0,192.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,44753,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,16384,6,4,0,0,1559289322182,1559289322182,0,1,547,1559289322182,1559289322182,0,1,547,0,0,0,0,0,547,547.0,0.0,547,547,547.0,0.0,547,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
269,0,192.168.2.13,f0:18:98:5e:ff:9f,f0:18:98,24591,193.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,6,4,0,0,1559289324723,1559289324723,0,1,507,1559289324723,1559289324723,0,1,507,0,0,0,0,0,507,507.0,0.0,507,507,507.0,0.0,507,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
270,0,192.168.8.13,f0:18:98:5e:ff:9f,f0:18:98,11552,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,512,6,4,0,0,1559289324780,1559289324780,0,1,515,1559289324780,1559289324780,0,1,515,0,0,0,0,0,515,515.0,0.0,515,515,515.0,0.0,515,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
271,0,240.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,54262,200.136.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,6,4,0,0,1559289327277,1559289327277,0,1,511,1559289327277,1559289327277,0,1,511,0,0,0,0,0,511,511.0,0.0,511,511,511.0,0.0,511,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
272,0,192.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,9020,200.136.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,53242,6,4,0,0,1559289327584,1559289327584,0,1,148,1559289327584,1559289327584,0,1,148,0,0,0,0,0,148,148.0,0.0,148,148,148.0,0.0,148,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
273,0,172.217.25.98,88:36:6c:d7:1c:56,88:36:6c,0,128.168.16.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,14,4,0,0,1559289327993,1559289327993,0,1,174,1559289327993,1559289327993,0,1,174,0,0,0,0,0,174,174.0,0.0,174,174,174.0,0.0,174,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
274,0,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,33491,239.255.255.250,01:00:5e:7f:ff:fa,01:00:5e,1900,17,4,0,0,1559289328659,1559289328659,0,3,681,1559289328659,1559289328659,0,3,681,0,0,0,0,0,227,227.0,0.0,227,227,227.0,0.0,227,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,nan,nan,nan,nan,normal
275,0,224.170.0.13,f0:18:98:7e:ff:9f,f0:18:98,0,192.168.0.16,48:4b:aa:2c:d8:fb,48:4b:aa,0,38,4,0,0,1559289328711,1559289335454,6743,2,1246,1559289328711,1559289335454,6743,2,1246,0,0,0,0,0,551,623.0,101.82337649086284,695,551,623.0,101.82337649086284,695,0,0.0,0.0,0,6743,6743.0,0.0,6743,6743,6743.0,0.0,6743,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
276,0,172.217.25.106,88:36:6c:d7:1c:56,88:36:6c,0,192.168.8.144,48:4b:aa:2c:d8:f9,48:4b:aa,0,134,4,0,0,1559289328734,1559289328734,0,1,102,1559289328734,1559289328734,0,1,102,0,0,0,0,0,102,102.0,0.0,102,102,102.0,0.0,102,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
277,0,224.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,44957,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,24576,6,4,0,0,1559289329513,1559289329513,0,1,503,1559289329513,1559289329513,0,1,503,0,0,0,0,0,503,503.0,0.0,503,503,503.0,0.0,503,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
278,0,192.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,20955,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,6,6,4,0,0,1559289329992,1559289329992,0,1,563,1559289329992,1559289329992,0,1,563,0,0,0,0,0,563,563.0,0.0,563,563,563.0,0.0,563,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
279,0,3f06:ba56:c0a8:10:c0a8:d:cffa:233c,f0:18:98:5e:ff:9f,f0:18:98,0,f66f:e27:cbe9:8b7e:8010:7fe7:aaeb:0,bc:1c:81:4b:ae:ba,bc:1c:81,0,64,6,0,0,1559289330987,1559289330987,0,1,118,1559289330987,1559289330987,0,1,118,0,0,0,0,0,118,118.0,0.0,118,118,118.0,0.0,118,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
280,0,192.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,8988,192.136.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,53112,6,4,0,0,1559289332244,1559289332244,0,1,1155,1559289332244,1559289332244,0,1,1155,0,0,0,0,0,1155,1155.0,0.0,1155,1155,1155.0,0.0,1155,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
281,0,192.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,0,200.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,38,4,0,0,1559289332382,1559289332382,0,1,619,1559289332382,1559289332382,0,1,619,0,0,0,0,0,619,619.0,0.0,619,619,619.0,0.0,619,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
282,0,192.170.2.13,f0:18:98:5f:ff:9f,f0:18:98,9020,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,53112,6,4,0,0,1559289334511,1559289334511,0,1,515,1559289334511,1559289334511,0,1,515,0,0,0,0,0,515,515.0,0.0,515,515,515.0,0.0,515,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
283,0,192.168.2.13,f0:58:98:5e:ff:9f,f0:58:98,23462,200.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,14910,6,4,0,0,1559289335112,1559289335112,0,1,523,1559289335112,1559289335112,0,1,523,0,0,0,0,0,523,523.0,0.0,523,523,523.0,0.0,523,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
284,0,224.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,44866,192.136.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,24584,6,4,0,0,1559289336510,1559289336510,0,1,543,1559289336510,1559289336510,0,1,543,0,0,0,0,0,543,543.0,0.0,543,543,543.0,0.0,543,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
285,0,192.168.0.15,f0:18:98:5e:ff:9f,f0:18:98,59723,239.255.255.242,a8:66:7f:0e:3f:54,a8:66:7f,1900,17,4,0,0,1559289336615,1559289336615,0,1,269,1559289336615,1559289336615,0,1,269,0,0,0,0,0,269,269.0,0.0,269,269,269.0,0.0,269,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
286,0,192.168.0.13,f0:18:98:5e:ff:9f,f0:18:98,9216,192.168.0.24,48:4b:aa:2c:d8:f9,48:4b:aa,421,6,4,0,0,1559289336652,1559289336652,0,1,543,1559289336652,1559289336652,0,1,543,0,0,0,0,0,543,543.0,0.0,543,543,543.0,0.0,543,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
287,0,224.170.0.13,f0:18:98:5e:ff:9f,f0:18:98,9772,192.168.0.24,48:4b:aa:2c:d8:f9,48:4b:aa,4880,6,4,0,0,1559289336911,1559289336911,0,1,1183,1559289336911,1559289336911,0,1,1183,0,0,0,0,0,1183,1183.0,0.0,1183,1183,1183.0,0.0,1183,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
288,0,192.168.0.16,f0:18:98:5e:ff:9f,f0:18:98,53242,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,8960,6,4,0,0,1559289337312,1559289337312,0,1,130,1559289337312,1559289337312,0,1,130,0,0,0,0,0,130,130.0,0.0,130,130,130.0,0.0,130,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,arp_spoofing
289,0,231.192.253.33,f0:18:98:5e:ff:9f,f0:18:98,0,129.151.168.221,bc:1c:81:4b:ae:ba,bc:1c:81,0,169,4,0,0,1559289338183,1559289338183,0,1,122,1559289338183,1559289338183,0,1,122,0,0,0,0,0,122,122.0,0.0,122,122,122.0,0.0,122,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
290,0,192.168.0.23,a8:2b:b9:d6:5d:9c,a8:2b:b9,48975,163.152.1.1,88:36:6c:d7:1c:56,88:36:6c,53,17,4,0,0,1559289346160,1559289346161,1,2,702,1559289346160,1559289346160,0,1,126,1559289346161,1559289346161,0,1,576,126,351.0,318.1980515339464,576,126,126.0,0.0,126,576,576.0,0.0,576,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,android.googleapis.com,nan,nan,nan,nan,normal
291,0,17.252.236.153,88:36:6c:d7:1c:56,88:36:6c,5223,192.168.0.14,a8:66:7f:0e:3f:54,a8:66:7f,55079,6,4,0,0,1559289356445,1559289356446,1,2,281,1559289356445,1559289356446,1,2,281,0,0,0,0,0,114,140.5,37.476659402887016,167,114,140.5,37.476659402887016,167,0,0.0,0.0,0,1,1.0,0.0,1,1,1.0,0.0,1,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,TLS,Web,0,6,nan,nan,nan,nan,nan,normal
292,0,38.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,0,202,4,0,0,1559289357929,1559289357929,0,1,1091,1559289357929,1559289357929,0,1,1091,0,0,0,0,0,1091,1091.0,0.0,1091,1091,1091.0,0.0,1091,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
293,0,192.168.0.13,bc:1c:81:4b:ae:ba,bc:1c:81,35913,150.109.182.50,88:36:6c:d7:1c:56,88:36:6c,6003,17,4,0,0,1559289368182,1559289372406,4224,7,1784,1559289368182,1559289372406,4224,6,1496,1559289368286,1559289368286,0,1,288,246,254.85714285714286,14.690456895873725,288,246,249.3333333333333,1.6329931618554558,250,288,288.0,0.0,288,25,704.0,496.35430893667086,1052,25,844.8,462.5783176933392,1156,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
294,0,218.145.28.122,88:36:6c:d7:1c:56,88:36:6c,80,192.168.0.15,f0:18:98:5e:ff:9f,f0:18:98,55236,6,4,0,0,1559289368650,1559289368650,0,2,3124,1559289368650,1559289368650,0,2,3124,0,0,0,0,0,1558,1562.0,5.656854249492381,1566,1558,1562.0,5.656854249492381,1566,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,nan,nan,nan,nan,nan,normal
295,0,218.145.28.148,88:36:6c:d7:1c:56,88:36:6c,80,192.168.0.15,f0:18:98:5e:ff:9f,f0:18:98,55243,6,4,0,0,1559289370826,1559289370826,0,1,102,1559289370826,1559289370826,0,1,102,0,0,0,0,0,102,102.0,0.0,102,102,102.0,0.0,102,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,HTTP,Web,1,1,nan,nan,nan,nan,nan,normal
296,0,fe80::18da:f930:bac:d6e5,f0:18:98:5e:ff:9f,f0:18:98,5353,ff02::fb,bc:1c:81:4b:ae:ba,bc:1c:81,5353,17,6,0,0,1559289388821,1559289396278,7457,17,4934,1559289388821,1559289396278,7457,17,4934,0,0,0,0,0,286,290.2352941176472,2.2228757209048307,294,286,290.2352941176472,2.2228757209048307,294,0,0.0,0.0,0,0,466.0625,904.3923535538472,3223,0,466.0625,904.3923535538472,3223,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,????????????_macbook_pro._companion-link._tcp.local,nan,nan,nan,nan,normal
297,0,192.168.0.14,a8:66:7f:0e:3f:54,a8:66:7f,65503,239.255.255.250,bc:1c:81:4b:ae:ba,bc:1c:81,1900,17,4,0,0,1559289393992,1559289397199,3207,13,3433,1559289393992,1559289397199,3207,13,3433,0,0,0,0,0,261,264.07692307692304,2.3965787580611098,269,261,264.07692307692304,2.3965787580611098,269,0,0.0,0.0,0,0,267.25,273.9821244998559,716,0,267.25,273.9821244998559,716,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SSDP,System,0,6,239.255.255.250:1900,nan,nan,nan,nan,normal
298,0,172.217.161.78,88:36:6c:d7:1c:56,88:36:6c,443,192.168.0.14,a8:66:7f:0e:3f:54,a8:66:7f,54451,17,4,0,0,1559289397796,1559289397841,45,6,2331,1559289397796,1559289397841,45,6,2331,0,0,0,0,0,110,388.5,528.5473488723597,1436,110,388.5,528.5473488723597,1436,0,0.0,0.0,0,0,9.0,10.024968827881713,25,0,9.0,10.024968827881713,25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
299,0,172.217.161.78,88:36:6c:d7:1c:56,88:36:6c,443,192.168.0.14,a8:66:7f:0e:3f:54,a8:66:7f,50380,17,4,0,0,1559289397914,1559289398002,88,6,2697,1559289397914,1559289398002,88,6,2697,0,0,0,0,0,110,449.5,523.4091134093865,1436,110,449.5,523.4091134093865,1436,0,0.0,0.0,0,0,17.6,20.81585933849477,43,0,17.6,20.81585933849477,43,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Unspecified,0,0,nan,nan,nan,nan,nan,normal
300,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,63568,163.152.1.1,88:36:6c:d7:1c:56,88:36:6c,53,17,4,0,0,1559289399916,1559289399917,1,2,720,1559289399916,1559289399916,0,1,123,1559289399917,1559289399917,0,1,597,123,360.0,335.1686142824235,597,123,123.0,0.0,123,597,597.0,0.0,597,1,1.0,0.0,1,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.YouTube,Network,0,6,www.youtube.com,nan,nan,nan,nan,normal
301,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,53249,157.240.22.19,88:36:6c:d7:1c:56,88:36:6c,443,6,4,0,0,1559289400101,1559289401499,1398,17,3119,1559289400101,1559289401337,1236,8,1368,1559289400264,1559289401499,1235,9,1751,102,183.47058823529412,110.34384761228128,492,102,171.0,133.80582946942184,492,110,194.55555555555557,91.6066470174396,326,0,87.375,176.7921095524345,694,0,176.57142857142856,241.4469280144584,694,0,154.375,297.0300309492532,858,2,1,1,0,16,7,0,0,1,1,1,0,7,2,0,0,1,0,0,0,9,5,0,0,TLS.Facebook,SocialNetwork,0,6,graph.facebook.com,44dab16d680ef93487bc16ad23b3ffb1,fcb2d4d0991292272fcb1e464eedfd43,nan,nan,normal
302,0,192.168.0.16,48:4b:aa:2c:d8:f9,48:4b:aa,50320,163.152.1.1,88:36:6c:d7:1c:56,88:36:6c,53,17,4,0,0,1559289400118,1559289400120,2,2,734,1559289400118,1559289400118,0,1,142,1559289400120,1559289400120,0,1,592,142,367.0,318.1980515339464,592,142,142.0,0.0,142,592,592.0,0.0,592,2,2.0,0.0,2,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNS.GoogleServices,Network,0,6,oauthaccountmanager.googleapis.com,nan,nan,nan,nan,normal
